id,key,key2,key3,value
18,group,culturalminorities,racialminorities,1
19,group,culturalminorities,racialminorities,1
19,issue,general,prejudiceanddiscrimination_general,1
20,group,culturalminorities,racialminorities,1
20,issue,general,prejudiceanddiscrimination_general,1
21,group,culturalminorities,racialminorities,1
21,issue,particular,violence,1
21,issue,particular,work,1
21,issue,particular,crime_criminaljustice,1
22,group,culturalminorities,racialminorities,1
22,issue,particular,violence,1
22,issue,general,prejudiceanddiscrimination_general,1
23,group,culturalminorities,firstnations,1
23,group,culturalminorities,racialminorities,1
23,group,genderandsexuality,women,1
23,issue,particular,education,1
23,issue,particular,crime_criminaljustice,1
23,issue,particular,addiction,1
23,issue,general,poverty,1
24,group,culturalminorities,firstnations,1
24,group,culturalminorities,racialminorities,1
24,issue,particular,crime_criminaljustice,1
24,issue,general,humanrights,1
24,issue,general,prejudiceanddiscrimination_general,1
25,group,culturalminorities,firstnations,1
25,group,culturalminorities,racialminorities,1
26,group,culturalminorities,firstnations,1
26,group,culturalminorities,racialminorities,1
27,group,culturalminorities,firstnations,1
27,group,culturalminorities,racialminorities,1
27,group,genderandsexuality,women,1
27,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
27,issue,particular,violence,1
27,issue,particular,voice,1
27,issue,particular,work,1
27,issue,general,prejudiceanddiscrimination_general,1
27,issue,general,inclusion_exclusion_notfurtherdefined,1
28,group,culturalminorities,firstnations,1
28,group,culturalminorities,racialminorities,1
28,issue,particular,violence,1
28,issue,general,humanrights,1
28,issue,general,prejudiceanddiscrimination_general,1
29,group,culturalminorities,firstnations,1
29,group,culturalminorities,racialminorities,1
29,group,genderandsexuality,women,1
29,group,healthstatus,overweightorobesepeople,1
29,issue,particular,healthcare_health,1
29,issue,particular,voice,1
29,issue,general,prejudiceanddiscrimination_general,1
29,issue,general,injustice,1
30,group,culturalminorities,racialminorities,1
30,issue,general,prejudiceanddiscrimination_general,1
31,group,culturalminorities,migrantsandrefugees,1
31,group,genderandsexuality,women,1
31,group,socioeconomicstatus,workingclass,1
31,issue,particular,work,1
31,issue,particular,crime_criminaljustice,1
32,group,culturalminorities,migrantsandrefugees,1
32,group,socioeconomicstatus,peopleonwelfare,1
32,issue,particular,shelter,1
32,issue,particular,healthcare_health,1
32,issue,general,accesstoresources_notfurtherdefined,1
33,group,culturalminorities,migrantsandrefugees,1
33,issue,particular,healthcare_health,1
33,issue,particular,governmentassistance,1
33,issue,particular,finance,1
33,issue,particular,visasandcitizenship,1
34,group,culturalminorities,firstnations,1
34,group,culturalminorities,migrantsandrefugees,1
34,group,age,youngpeople,1
34,group,othres,generaldisadvantage,1
34,issue,particular,shelter,1
34,issue,particular,familyrelations,1
34,issue,particular,violence,1
34,issue,particular,environment,1
35,group,culturalminorities,firstnations,1
35,group,culturalminorities,migrantsandrefugees,1
35,group,genderandsexuality,women,1
35,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
35,issue,particular,work,1
36,group,culturalminorities,migrantsandrefugees,1
36,issue,particular,voice,1
36,issue,general,humanrights,1
36,issue,general,freedom_notfurtherdefined,1
37,group,culturalminorities,migrantsandrefugees,1
37,group,age,youngpeople,1
37,group,age,olderpeople,1
37,group,socioeconomicstatus,peopleonwelfare,1
37,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
37,issue,particular,shelter,1
37,issue,general,accesstoresources_notfurtherdefined,1
37,issue,general,freedom_notfurtherdefined,1
37,issue,general,poverty,1
38,group,culturalminorities,migrantsandrefugees,1
38,group,socioeconomicstatus,peopleonwelfare,1
38,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
38,group,othres,generaldisadvantage,1
39,group,culturalminorities,migrantsandrefugees,1
39,group,age,children,1
39,issue,particular,education,1
39,issue,particular,work,1
40,group,culturalminorities,firstnations,1
40,group,culturalminorities,migrantsandrefugees,1
40,group,genderandsexuality,women,1
40,issue,particular,familyrelations,1
40,issue,particular,violence,1
41,group,culturalminorities,firstnations,1
41,group,culturalminorities,migrantsandrefugees,1
41,group,genderandsexuality,women,1
41,group,age,children,1
41,group,othres,survivorsofdomesticviolence,1
41,issue,particular,familyrelations,1
41,issue,particular,violence,1
41,issue,particular,familyplanning,1
41,issue,particular,crime_criminaljustice,1
42,group,culturalminorities,firstnations,1
42,group,culturalminorities,migrantsandrefugees,1
42,issue,particular,negativeemotions,1
42,issue,general,harmony,1
43,issue,particular,violence,1
43,issue,particular,voice,1
43,issue,particular,protectingheritage,1
43,issue,general,poverty,1
44,group,genderandsexuality,women,1
44,issue,particular,violence,1
45,group,age,children,1
45,issue,particular,violence,1
45,issue,particular,crime_criminaljustice,1
46,group,genderandsexuality,women,1
46,issue,particular,violence,1
46,issue,particular,crime_criminaljustice,1
46,issue,general,prejudiceanddiscrimination_general,1
47,group,genderandsexuality,women,1
47,group,age,youngpeople,1
47,issue,particular,education,1
47,issue,particular,voice,1
47,issue,particular,work,1
47,issue,general,inequality,1
47,issue,general,harmsandburdens,1
48,group,genderandsexuality,women,1
48,group,age,youngpeople,1
48,issue,particular,voice,1
48,issue,particular,work,1
48,issue,particular,finance,1
49,group,genderandsexuality,women,1
49,issue,particular,violence,1
50,group,genderandsexuality,women,1
50,group,age,children,1
50,issue,particular,violence,1
51,group,genderandsexuality,women,1
51,group,age,children,1
51,issue,particular,familyrelations,1
51,issue,particular,violence,1
52,group,age,olderpeople,1
52,group,socioeconomicstatus,peoplelivinginpoverty,1
52,group,socioeconomicstatus,homelesspeople,1
52,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
52,issue,particular,food_nutrition,1
53,group,genderandsexuality,women,1
53,group,age,children,1
53,group,socioeconomicstatus,peopleonwelfare,1
53,group,healthstatus,peoplewithdrugproblems,1
53,issue,particular,familyrelations,1
53,issue,particular,violence,1
53,issue,particular,addiction,1
53,issue,general,cyclesofdisadvantage,1
54,group,genderandsexuality,women,1
54,issue,particular,violence,1
55,group,genderandsexuality,women,1
55,group,age,youngpeople,1
55,group,age,olderpeople,1
55,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
55,issue,particular,shelter,1
55,issue,particular,healthcare_health,1
55,issue,particular,work,1
55,issue,particular,governmentassistance,1
56,group,age,children,1
56,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
56,issue,particular,healthcare_health,1
56,issue,particular,violence,1
57,group,genderandsexuality,women,1
57,issue,general,humanrights,1
57,issue,general,inequality,1
57,issue,general,prejudiceanddiscrimination_general,1
58,issue,particular,negativeemotions,1
58,issue,particular,finance,1
58,issue,general,prejudiceanddiscrimination_general,1
58,issue,general,harmsandburdens,1
59,group,age,children,1
59,issue,particular,violence,1
60,group,socioeconomicstatus,peoplelivinginpoverty,1
60,group,socioeconomicstatus,peopleonwelfare,1
60,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
60,issue,particular,work,1
60,issue,general,inequality,1
61,group,genderandsexuality,women,1
61,group,othres,survivorsofdomesticviolence,1
61,issue,particular,familyrelations,1
61,issue,particular,violence,1
61,issue,general,prejudiceanddiscrimination_general,1
62,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
62,issue,particular,work,1
62,issue,particular,governmentassistance,1
63,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
63,issue,particular,governmentassistance,1
64,group,genderandsexuality,women,1
64,group,socioeconomicstatus,homelesspeople,1
64,issue,particular,shelter,1
64,issue,particular,work,1
64,issue,particular,governmentassistance,1
64,issue,general,cyclesofdisadvantage,1
65,group,genderandsexuality,women,1
65,issue,particular,violence,1
65,issue,particular,work,1
65,issue,particular,crime_criminaljustice,1
65,issue,general,inequality,1
66,group,genderandsexuality,women,1
66,group,socioeconomicstatus,peopleonwelfare,1
66,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
66,issue,particular,work,1
66,issue,particular,negativeemotions,1
67,group,genderandsexuality,women,1
67,issue,general,prejudiceanddiscrimination_general,1
68,group,age,youngpeople,1
68,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
68,group,socioeconomicstatus,workingclass,1
68,issue,particular,work,1
68,issue,particular,governmentassistance,1
69,group,socioeconomicstatus,peopleonwelfare,1
69,issue,particular,governmentassistance,1
70,group,socioeconomicstatus,peopleonwelfare,1
70,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
70,issue,particular,shelter,1
71,group,age,children,1
71,group,socioeconomicstatus,peoplelivinginpoverty,1
71,group,socioeconomicstatus,homelesspeople,1
71,issue,particular,shelter,1
72,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
73,group,healthstatus,peoplewithdrugproblems,1
73,issue,particular,crime_criminaljustice,1
73,issue,particular,addiction,1
73,issue,general,prejudiceanddiscrimination_general,1
74,group,age,youngpeople,1
74,group,socioeconomicstatus,homelesspeople,1
74,group,socioeconomicstatus,peopleonwelfare,1
74,group,institutionalisation,agedcareresidents,1
74,group,othres,survivorsofdomesticviolence,1
74,issue,particular,shelter,1
74,issue,particular,familyrelations,1
74,issue,particular,violence,1
74,issue,particular,negativeemotions,1
75,group,socioeconomicstatus,peopleonwelfare,1
75,issue,particular,crime_criminaljustice,1
75,issue,particular,governmentassistance,1
75,issue,general,prejudiceanddiscrimination_general,1
76,group,genderandsexuality,women,1
76,group,age,youngpeople,1
76,issue,particular,education,1
76,issue,particular,work,1
77,group,genderandsexuality,women,1
77,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
77,group,othres,singleparents,1
77,issue,particular,familyrelations,1
77,issue,particular,work,1
77,issue,general,poverty,1
78,group,genderandsexuality,women,1
78,group,age,children,1
78,issue,particular,violence,1
79,group,genderandsexuality,women,1
79,issue,particular,violence,1
79,issue,general,inequality,1
79,issue,general,diversity_notfurtherdefined,1
80,group,socioeconomicstatus,peoplelivinginpoverty,1
80,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
80,group,othres,generaldisadvantage,1
80,issue,particular,healthcare_health,1
80,issue,particular,familyrelations,1
80,issue,particular,work,1
80,issue,particular,addiction,1
81,group,age,olderpeople,1
81,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
81,issue,particular,healthcare_health,1
81,issue,particular,familyrelations,1
81,issue,particular,violence,1
81,issue,particular,addiction,1
82,group,genderandsexuality,women,1
82,group,age,olderpeople,1
82,group,socioeconomicstatus,peopleonwelfare,1
82,issue,particular,shelter,1
82,issue,particular,recognition,1
82,issue,general,prejudiceanddiscrimination_general,1
82,issue,general,poverty,1
83,group,genderandsexuality,women,1
83,issue,particular,familyrelations,1
83,issue,particular,work,1
83,issue,general,prejudiceanddiscrimination_general,1
84,group,genderandsexuality,women,1
84,issue,particular,familyrelations,1
84,issue,particular,violence,1
84,issue,general,inequality,1
85,group,age,olderpeople,1
85,issue,particular,governmentassistance,1
85,issue,particular,finance,1
86,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
86,group,socioeconomicstatus,workingclass,1
86,issue,particular,work,1
86,issue,particular,finance,1
87,issue,particular,voice,1
87,issue,particular,protectingheritage,1
88,group,genderandsexuality,women,1
88,group,age,youngpeople,1
88,group,age,olderpeople,1
88,group,socioeconomicstatus,peoplelivinginpoverty,1
88,issue,particular,work,1
88,issue,particular,finance,1
88,issue,general,inequality,1
89,group,genderandsexuality,women,1
89,group,age,children,1
89,group,age,olderpeople,1
89,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
89,issue,particular,voice,1
89,issue,particular,work,1
89,issue,general,humanrights,1
89,issue,general,inequality,1
89,issue,general,prejudiceanddiscrimination_general,1
90,group,genderandsexuality,women,1
90,group,genderandsexuality,men,1
90,group,age,youngpeople,1
90,group,socioeconomicstatus,homelesspeople,1
90,issue,particular,violence,1
90,issue,particular,crime_criminaljustice,1
90,issue,particular,objectification,1
90,issue,general,poverty,1
91,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
91,group,othres,singleparents,1
92,group,socioeconomicstatus,peopleonwelfare,1
92,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
92,issue,particular,work,1
93,group,socioeconomicstatus,peopleonwelfare,1
93,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
93,issue,particular,work,1
93,issue,particular,governmentassistance,1
94,group,institutionalisation,prisoners,1
94,issue,particular,shelter,1
94,issue,particular,healthcare_health,1
94,issue,particular,familyrelations,1
94,issue,particular,violence,1
94,issue,general,poverty,1
95,group,age,children,1
95,group,age,youngpeople,1
95,group,othres,generaldisadvantage,1
95,issue,particular,education,1
95,issue,general,inequality,1
96,group,genderandsexuality,women,1
96,issue,particular,work,1
96,issue,particular,finance,1
96,issue,general,inequality,1
97,group,genderandsexuality,women,1
97,issue,particular,familyrelations,1
97,issue,particular,violence,1
97,issue,particular,environment,1
98,group,age,youngpeople,1
98,group,socioeconomicstatus,peoplelivinginpoverty,1
98,issue,particular,shelter,1
98,issue,general,inequality,1
99,group,socioeconomicstatus,peopleonwelfare,1
99,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
99,issue,particular,negativeemotions,1
99,issue,general,harmsandburdens,1
100,group,genderandsexuality,women,1
100,group,age,children,1
100,issue,particular,violence,1
100,issue,general,humanrights,1
100,issue,general,prejudiceanddiscrimination_general,1
101,group,age,olderpeople,1
101,issue,particular,healthcare_health,1
102,group,age,children,1
102,issue,particular,violence,1
103,group,othres,generaldisadvantage,1
104,group,age,children,1
104,issue,particular,violence,1
104,issue,particular,crime_criminaljustice,1
105,group,socioeconomicstatus,peoplelivinginpoverty,1
105,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
105,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
105,issue,particular,healthcare_health,1
105,issue,particular,violence,1
105,issue,particular,work,1
106,group,socioeconomicstatus,peoplelivinginpoverty,1
106,group,socioeconomicstatus,homelesspeople,1
106,issue,particular,shelter,1
106,issue,general,poverty,1
106,issue,general,vulnerable,1
107,group,genderandsexuality,women,1
107,issue,particular,familyrelations,1
107,issue,particular,work,1
107,issue,general,diversity_notfurtherdefined,1
108,group,genderandsexuality,women,1
108,issue,particular,violence,1
109,group,genderandsexuality,women,1
109,issue,general,humanrights,1
110,group,genderandsexuality,women,1
110,group,socioeconomicstatus,homelesspeople,1
110,issue,particular,work,1
110,issue,particular,finance,1
110,issue,general,inequality,1
110,issue,general,poverty,1
111,group,genderandsexuality,women,1
111,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
112,group,genderandsexuality,women,1
112,issue,particular,voice,1
112,issue,general,prejudiceanddiscrimination_general,1
113,group,culturalminorities,firstnations,1
113,issue,general,humanrights,1
113,issue,general,injustice,1
114,group,culturalminorities,firstnations,1
114,issue,particular,protectingheritage,1
114,issue,particular,recognition,1
114,issue,general,humanrights,1
115,group,culturalminorities,firstnations,1
115,issue,particular,protectingheritage,1
116,group,culturalminorities,firstnations,1
116,issue,particular,protectingheritage,1
117,group,culturalminorities,firstnations,1
117,group,age,children,1
117,issue,particular,healthcare_health,1
117,issue,particular,education,1
117,issue,particular,violence,1
117,issue,particular,crime_criminaljustice,1
118,group,culturalminorities,firstnations,1
118,issue,particular,protectingheritage,1
119,group,culturalminorities,firstnations,1
119,group,age,youngpeople,1
119,group,othres,peopleinregionalorremoteareas,1
119,group,othres,warveterans,1
119,issue,particular,healthcare_health,1
119,issue,particular,negativeemotions,1
120,group,culturalminorities,firstnations,1
120,issue,particular,crime_criminaljustice,1
120,issue,particular,protectingheritage,1
120,issue,particular,negativeemotions,1
120,issue,general,poverty,1
121,group,culturalminorities,firstnations,1
121,issue,particular,violence,1
121,issue,particular,voice,1
121,issue,particular,protectingheritage,1
122,group,culturalminorities,firstnations,1
122,issue,particular,voice,1
123,group,culturalminorities,firstnations,1
123,issue,particular,voice,1
123,issue,particular,protectingheritage,1
124,group,culturalminorities,firstnations,1
124,issue,general,prejudiceanddiscrimination_general,1
124,issue,general,segregation,1
125,group,culturalminorities,firstnations,1
125,group,socioeconomicstatus,homelesspeople,1
125,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
125,issue,particular,addiction,1
126,group,culturalminorities,firstnations,1
126,issue,particular,healthcare_health,1
126,issue,particular,violence,1
126,issue,particular,crime_criminaljustice,1
127,group,culturalminorities,firstnations,1
127,group,genderandsexuality,women,1
127,group,socioeconomicstatus,peoplelivinginpoverty,1
127,issue,particular,crime_criminaljustice,1
127,issue,general,inequality,1
128,group,culturalminorities,firstnations,1
128,issue,particular,education,1
128,issue,particular,crime_criminaljustice,1
128,issue,general,injustice,1
129,group,culturalminorities,firstnations,1
129,group,age,youngpeople,1
129,group,othres,generaldisadvantage,1
129,issue,particular,healthcare_health,1
129,issue,particular,crime_criminaljustice,1
130,group,culturalminorities,firstnations,1
130,issue,particular,voice,1
131,group,culturalminorities,firstnations,1
131,group,genderandsexuality,women,1
131,group,age,children,1
131,group,othres,generaldisadvantage,1
131,issue,particular,shelter,1
131,issue,particular,healthcare_health,1
131,issue,particular,familyrelations,1
131,issue,particular,violence,1
131,issue,general,prejudiceanddiscrimination_general,1
132,group,culturalminorities,firstnations,1
132,group,age,children,1
132,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
132,issue,particular,shelter,1
132,issue,particular,familyrelations,1
132,issue,particular,violence,1
132,issue,particular,crime_criminaljustice,1
132,issue,particular,addiction,1
133,group,culturalminorities,firstnations,1
133,group,age,children,1
133,group,othres,peopleinregionalorremoteareas,1
133,issue,particular,healthcare_health,1
133,issue,particular,education,1
133,issue,particular,work,1
133,issue,particular,crime_criminaljustice,1
134,group,culturalminorities,firstnations,1
134,issue,particular,violence,1
134,issue,particular,crime_criminaljustice,1
134,issue,particular,slavery,1
134,issue,general,prejudiceanddiscrimination_general,1
135,group,culturalminorities,firstnations,1
135,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
135,issue,particular,governmentassistance,1
136,group,culturalminorities,firstnations,1
136,issue,particular,healthcare_health,1
136,issue,particular,voice,1
136,issue,particular,crime_criminaljustice,1
137,group,culturalminorities,firstnations,1
137,group,socioeconomicstatus,peoplelivinginpoverty,1
137,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
137,issue,particular,crime_criminaljustice,1
137,issue,general,injustice,1
138,group,culturalminorities,firstnations,1
138,group,genderandsexuality,women,1
138,group,age,olderpeople,1
138,group,socioeconomicstatus,peoplelivinginpoverty,1
138,issue,particular,healthcare_health,1
138,issue,particular,work,1
138,issue,particular,finance,1
138,issue,general,humanrights,1
139,group,culturalminorities,firstnations,1
139,group,age,children,1
139,group,age,youngpeople,1
139,issue,particular,shelter,1
139,issue,particular,healthcare_health,1
139,issue,particular,education,1
140,group,culturalminorities,firstnations,1
141,group,culturalminorities,firstnations,1
141,issue,particular,healthcare_health,1
141,issue,particular,violence,1
141,issue,particular,crime_criminaljustice,1
141,issue,particular,negativeemotions,1
142,group,culturalminorities,firstnations,1
142,issue,particular,healthcare_health,1
142,issue,particular,education,1
142,issue,general,vulnerable,1
143,group,culturalminorities,firstnations,1
144,group,culturalminorities,firstnations,1
144,group,genderandsexuality,women,1
144,group,age,children,1
144,issue,particular,crime_criminaljustice,1
145,group,culturalminorities,firstnations,1
145,issue,particular,work,1
145,issue,particular,recognition,1
145,issue,general,prejudiceanddiscrimination_general,1
146,group,culturalminorities,firstnations,1
146,group,genderandsexuality,women,1
146,group,age,children,1
146,issue,particular,healthcare_health,1
146,issue,particular,education,1
146,issue,particular,work,1
146,issue,particular,negativeemotions,1
147,group,culturalminorities,firstnations,1
147,issue,particular,violence,1
147,issue,particular,voice,1
147,issue,particular,crime_criminaljustice,1
148,group,culturalminorities,firstnations,1
148,issue,particular,healthcare_health,1
148,issue,particular,education,1
148,issue,particular,crime_criminaljustice,1
148,issue,general,prejudiceanddiscrimination_general,1
149,group,culturalminorities,firstnations,1
149,group,genderandsexuality,women,1
149,issue,particular,shelter,1
149,issue,particular,healthcare_health,1
149,issue,particular,education,1
149,issue,general,injustice,1
150,group,culturalminorities,firstnations,1
150,issue,particular,violence,1
150,issue,particular,voice,1
150,issue,particular,crime_criminaljustice,1
150,issue,particular,slavery,1
151,group,socioeconomicstatus,peoplelivinginpoverty,1
151,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
151,issue,particular,healthcare_health,1
151,issue,particular,negativeemotions,1
151,issue,general,poverty,1
152,group,othres,generaldisadvantage,1
152,group,othres,peopleinregionalorremoteareas,1
152,issue,particular,education,1
152,issue,particular,accesstotechnology,1
153,group,genderandsexuality,women,1
153,issue,particular,familyrelations,1
153,issue,particular,violence,1
153,issue,particular,work,1
153,issue,general,inequality,1
154,group,genderandsexuality,women,1
154,group,age,children,1
154,issue,particular,familyrelations,1
154,issue,particular,violence,1
155,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
155,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
155,group,healthstatus,peoplewithdrugproblems,1
155,group,institutionalisation,prisoners,1
155,group,othres,survivorsofdomesticviolence,1
155,issue,particular,shelter,1
155,issue,particular,education,1
155,issue,particular,work,1
156,group,genderandsexuality,women,1
156,group,socioeconomicstatus,peoplelivinginpoverty,1
156,issue,particular,shelter,1
156,issue,particular,finance,1
156,issue,general,harmsandburdens,1
156,issue,general,poverty,1
157,group,genderandsexuality,women,1
157,issue,particular,voice,1
157,issue,particular,recognition,1
157,issue,general,inequality,1
157,issue,general,diversity_notfurtherdefined,1
158,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
158,issue,particular,addiction,1
158,issue,particular,negativeemotions,1
158,issue,particular,finance,1
158,issue,general,prejudiceanddiscrimination_general,1
159,group,culturalminorities,firstnations,1
159,group,age,children,1
159,group,age,youngpeople,1
159,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
159,issue,particular,violence,1
159,issue,particular,crime_criminaljustice,1
159,issue,general,cyclesofdisadvantage,1
160,group,culturalminorities,firstnations,1
160,issue,particular,crime_criminaljustice,1
161,group,culturalminorities,firstnations,1
161,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
161,issue,particular,shelter,1
161,issue,particular,work,1
161,issue,particular,governmentassistance,1
162,group,culturalminorities,firstnations,1
162,group,age,children,1
162,issue,particular,familyrelations,1
162,issue,particular,violence,1
162,issue,general,harmsandburdens,1
162,issue,general,poverty,1
163,group,culturalminorities,firstnations,1
163,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
163,group,othres,generaldisadvantage,1
163,issue,particular,violence,1
163,issue,particular,crime_criminaljustice,1
163,issue,general,poverty,1
163,issue,general,vulnerable,1
164,group,culturalminorities,firstnations,1
164,group,age,children,1
164,issue,particular,violence,1
164,issue,particular,crime_criminaljustice,1
164,issue,particular,childprotection,1
165,group,culturalminorities,firstnations,1
165,issue,particular,violence,1
165,issue,particular,environment,1
166,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
166,issue,particular,healthcare_health,1
166,issue,particular,work,1
166,issue,particular,negativeemotions,1
167,group,genderandsexuality,women,1
167,issue,particular,shelter,1
167,issue,particular,familyrelations,1
167,issue,particular,work,1
167,issue,particular,governmentassistance,1
168,group,socioeconomicstatus,peopleonwelfare,1
168,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
168,issue,particular,work,1
168,issue,particular,finance,1
169,group,age,children,1
169,group,age,youngpeople,1
169,issue,particular,education,1
169,issue,particular,work,1
170,issue,particular,shelter,1
170,issue,particular,healthcare_health,1
170,issue,particular,addiction,1
171,group,age,children,1
171,issue,particular,violence,1
171,issue,particular,environment,1
171,issue,particular,socialconnections,1
172,group,age,youngpeople,1
172,group,socioeconomicstatus,workingclass,1
172,issue,particular,work,1
173,group,genderandsexuality,women,1
173,issue,particular,work,1
173,issue,general,inequality,1
173,issue,general,prejudiceanddiscrimination_general,1
174,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
174,group,socioeconomicstatus,workingclass,1
174,issue,particular,work,1
174,issue,particular,crime_criminaljustice,1
174,issue,particular,finance,1
174,issue,general,inequality,1
175,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
175,issue,particular,education,1
175,issue,particular,negativeemotions,1
175,issue,particular,governmentassistance,1
175,issue,particular,finance,1
176,group,socioeconomicstatus,peoplelivinginpoverty,1
176,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
176,issue,particular,healthcare_health,1
176,issue,general,humanrights,1
177,group,socioeconomicstatus,peopleonwelfare,1
177,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
177,issue,particular,work,1
177,issue,particular,governmentassistance,1
178,group,genderandsexuality,women,1
178,issue,particular,familyrelations,1
178,issue,particular,violence,1
179,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
